chr	start	end	strand	Name	fam	cat	tsd	ltr_context	terminal_branch_length	age	lineage	ltr_len	insert_len	superfam
Bd1	2412515	2413511	+	RLG_BdisC011_Bd1_2412515	RLG_BdisC011	single	1	solo_LTR	0.05338099	4.10623	Retand	972	12160	RLG
Bd1	2430357	2436777	+	RLC_BdisC130_Bd1_2430357	RLC_BdisC294	paired	0	five_prime_LTR-three_prime_LTR	0.01516111	1.16623923076923	Ikeros	436	5575	RLC
Bd1	2577531	2578327	+	RLG_BdisC061_Bd1_2577531	RLG_BdisC000	single	0	five_prime_LTR	0.05402336	4.15564307692308	Retand	809	12072	RLG
Bd1	2711952	2712661	-	RLC_BdisC010_Bd1_2711952	RLC_BdisC010	single	0	solo_LTR	0.01657616	1.27508923076923	Alesia	720	4454	RLC
Bd1	2802176	2803515	-	RLC_BdisC026_Bd1_2802176	RLC_BdisC026	single	1	solo_LTR	0.01295383	0.996448461538461	SIRE	1345	6586	RLC
Bd1	2984820	2985728	+	RLG_BdisC266_Bd1_2984820	RLG_BdisC266	single	1	solo_LTR	0.06832524	5.25578769230769	Retand	915	11367	RLG
Bd1	3551757	3553082	+	RLC_BdisC030_Bd1_3551757	RLC_BdisC030	single	1	solo_LTR	0.009063282	0.697175538461538	Angela	1328	5299	RLC
Bd1	4108440	4109752	-	RLC_BdisC209_Bd1_4108440	RLC_BdisC030	single	0	solo_LTR	0.01474156	1.13396615384615	Angela	1318	5304	RLC
Bd1	4112269	4113181	-	RLG_BdisC266_Bd1_4112269	RLG_BdisC266	single	0	five_prime_LTR	0.04866043	3.74311	Retand	915	11367	RLG
Bd1	4152497	4157712	-	RLG_BdisC152_B_Bd1_4152497	RLG_BdisC152_B	paired	1	three_prime_LTR-five_prime_LTR	0.003320551	0.255427	CRM	1012	3260	RLG
Bd1	4521218	4524374	+	RLG_BdisC004_new_Bd1_4521218	RLG_BdisC004_new	single	0	solo_LTR	0.01051015	0.808473076923077	Tekay	3109	6177	RLG
Bd1	4524390	4538107	+	RLG_BdisC000_Bd1_4524390	RLG_BdisC000	paired	0	five_prime_LTR-three_prime_LTR	NA	NA	Retand	808	11884	RLG
Bd1	4684432	4685226	-	RLG_BdisC249_Bd1_4684432	RLG_BdisC249	single	0	solo_LTR	0.001211018	0.093155230769231	Retand	915	11325	RLG
Bd1	4882438	4883778	-	RLC_BdisC026_Bd1_4882438	RLC_BdisC026	single	1	solo_LTR	0.02029502	1.56115538461538	SIRE	1345	6586	RLC
Bd1	5457104	5457912	-	RLG_BdisC061_Bd1_5457104	RLG_BdisC000	single	0	solo_LTR	0.05003287	3.84868230769231	Retand	809	12072	RLG
Bd1	5497590	5498932	+	RLC_BdisC026_Bd1_5497590	RLC_BdisC026	single	1	solo_LTR	0.01036594	0.79738	SIRE	1345	6586	RLC
Bd1	5766507	5767311	+	RLG_BdisC000_Bd1_5766507	RLG_BdisC000	single	1	solo_LTR	0.03724574	2.86505692307692	Retand	808	11884	RLG
Bd1	5956973	5957738	+	RLG_BdisC180_Bd1_5956973	RLG_BdisC180	single	0	five_prime_LTR	0.02287153	1.75934846153846	Retand	907	11436	RLG
Bd1	5958970	5959880	+	RLG_BdisC180_Bd1_5958970	RLG_BdisC180	single	0	three_prime_LTR	0.02287153	1.75934846153846	Retand	907	11436	RLG
Bd1	5966618	5967462	-	RLG_BdisC012_Bd1_5966618	RLG_BdisC266	single	1	solo_LTR	0.02937572	2.25967076923077	Retand	851	11533	RLG
Bd1	6354996	6355803	-	RLG_BdisC061_Bd1_6354996	RLG_BdisC000	single	1	solo_LTR	0.03222835	2.47910384615385	Retand	809	12072	RLG
Bd1	6356453	6357279	-	RLG_BdisC014_Bd1_6356453	RLG_BdisC014	single	0	three_prime_LTR	0.03029012	2.33000923076923	Retand	838	11211	RLG
Bd1	6414590	6415902	+	RLC_BdisC209_Bd1_6414590	RLC_BdisC030	single	0	three_prime_LTR	0.009914571	0.762659307692308	Angela	1318	5304	RLC
Bd1	6424954	6438135	-	RLG_BdisC249_Bd1_6424954	RLG_BdisC249	paired	1	three_prime_LTR-five_prime_LTR	0.02002452	1.54034769230769	Retand	915	11325	RLG
Bd1	6502705	6503687	-	RLG_BdisC011_Bd1_6502705	RLG_BdisC011	single	0	three_prime_LTR	0.02649873	2.03836384615385	Retand	972	12160	RLG
Bd1	6785969	6786983	+	RLG_BdisC152_B_Bd1_6785969	RLG_BdisC152_B	single	1	solo_LTR	0.01957975	1.50613461538462	CRM	1012	3260	RLG
Bd1	7004287	7005161	+	RLG_BdisC180_Bd1_7004287	RLG_BdisC180	single	0	solo_LTR	0.03603875	2.77221153846154	Retand	907	11436	RLG
Bd1	7020041	7021026	+	RLG_BdisC011_Bd1_7020041	RLG_BdisC011	single	0	three_prime_LTR	0.02497791	1.92137769230769	Retand	972	12160	RLG
Bd1	7552758	7553668	+	RLG_BdisC266_Bd1_7552758	RLG_BdisC266	single	1	solo_LTR	0.05267408	4.05185230769231	Retand	915	11367	RLG
Bd1	7557085	7558427	-	RLC_BdisC026_Bd1_7557085	RLC_BdisC026	single	1	solo_LTR	0.03434275	2.64175	SIRE	1345	6586	RLC
Bd1	7632588	7633576	+	RLG_BdisC011_Bd1_7632588	RLG_BdisC011	single	1	solo_LTR	0.05506428	4.23571384615385	Retand	972	12160	RLG
Bd1	7740849	7741688	-	RLG_BdisC014_Bd1_7740849	RLG_BdisC014	single	1	solo_LTR	0.04939459	3.79958384615385	Retand	838	11211	RLG
Bd1	7815682	7816509	-	RLG_BdisC009_Bd1_7815682	RLG_BdisC009	single	0	solo_LTR	0.02653741	2.04133923076923	Retand	821	11895	RLG
Bd1	7820297	7821658	-	RLC_BdisC026_Bd1_7820297	RLC_BdisC026	single	0	five_prime_LTR	0.05536229	4.25863769230769	SIRE	1345	6586	RLC
Bd1	7830697	7831521	-	RLG_BdisC009_Bd1_7830697	RLG_BdisC009	single	0	five_prime_LTR	0.02653741	2.04133923076923	Retand	821	11895	RLG
Bd1	7850845	7851821	+	RLG_BdisC011_Bd1_7850845	RLG_BdisC011	single	0	three_prime_LTR	0.05422227	4.17094384615385	Retand	972	12160	RLG
Bd1	7874885	7875675	+	RLG_BdisC000_Bd1_7874885	RLG_BdisC000	single	0	solo_LTR	0.04345309	3.34254538461538	Retand	808	11884	RLG
Bd1	7883516	7884305	-	RLG_BdisC249_Bd1_7883516	RLG_BdisC249	single	0	solo_LTR	0.03400133	2.61548692307692	Retand	915	11325	RLG
Bd1	7893119	7894025	-	RLG_BdisC266_Bd1_7893119	RLG_BdisC266	single	1	solo_LTR	0.06519642	5.01510923076923	Retand	915	11367	RLG
Bd1	7979068	7979392	+	RLC_BdisC130_Bd1_7979068	RLC_BdisC294	single	0	solo_LTR	0.05099191	3.92245461538461	Ikeros	436	5575	RLC
Bd1	8092472	8093279	+	RLG_BdisC061_Bd1_8092472	RLG_BdisC000	single	0	five_prime_LTR	0.03543406	2.72569692307692	Retand	809	12072	RLG
Bd1	8100013	8100749	+	RLG_BdisC180_Bd1_8100013	RLG_BdisC180	single	0	solo_LTR	0.05282536	4.06348923076923	Retand	907	11436	RLG
Bd1	8101222	8102574	+	RLC_BdisC024_Bd1_8101222	RLC_BdisC024	single	1	solo_LTR	0.008350248	0.642326769230769	Angela	1355	5207	RLC
Bd1	8135905	8136817	+	RLG_BdisC180_Bd1_8135905	RLG_BdisC180	single	1	solo_LTR	0.04349989	3.34614538461538	Retand	907	11436	RLG
Bd1	8152338	8157496	+	RLC_BdisC088_Bd1_8152338	RLC_BdisC088	paired	1	five_prime_LTR-three_prime_LTR	0.01332224	1.02478769230769	Ivana	338	4485	RLC
Bd1	8318356	8319681	-	RLC_BdisC030_Bd1_8318356	RLC_BdisC030	single	1	solo_LTR	0.002765467	0.212728230769231	Angela	1328	5299	RLC
Bd1	8397380	8398253	+	RLG_BdisC180_Bd1_8397380	RLG_BdisC180	single	0	solo_LTR	0.05424484	4.17268	Retand	907	11436	RLG
Bd1	8401483	8402375	-	RLG_BdisC180_Bd1_8401483	RLG_BdisC180	single	0	five_prime_LTR	0.06737853	5.18296384615385	Retand	907	11436	RLG
Bd1	8403666	8404516	+	RLG_BdisC014_Bd1_8403666	RLG_BdisC014	single	0	three_prime_LTR	0.04560072	3.50774769230769	Retand	838	11211	RLG
Bd1	8460091	8460500	+	RLG_BdisC078_Bd1_8460091	RLG_BdisC078	single	0	solo_LTR	0.06439585	4.95352692307692	Reina	399	4394	RLG
Bd1	8471537	8472861	-	RLC_BdisC030_Bd1_8471537	RLC_BdisC030	single	1	solo_LTR	0.0005666423	0.043587869230769	Angela	1328	5299	RLC
Bd1	8477808	8479129	-	RLC_BdisC026_Bd1_8477808	RLC_BdisC026	single	0	solo_LTR	0.02951131	2.27010076923077	SIRE	1345	6586	RLC
Bd1	8507512	8508322	+	RLG_BdisC061_Bd1_8507512	RLG_BdisC000	single	1	solo_LTR	0.04529628	3.48432923076923	Retand	809	12072	RLG
Bd1	8811121	8812010	+	RLG_BdisC266_Bd1_8811121	RLG_BdisC266	single	1	solo_LTR	0.04586964	3.52843384615385	Retand	915	11367	RLG
Bd1	9036652	9037580	+	RLG_BdisC180_Bd1_9036652	RLG_BdisC180	single	0	three_prime_LTR	0.04868869	3.74528384615385	Retand	907	11436	RLG
Bd1	9097222	9097930	-	RLC_BdisC010_Bd1_9097222	RLC_BdisC010	single	1	solo_LTR	0.01120093	0.86161	Alesia	720	4454	RLC
Bd1	9282219	9283545	-	RLC_BdisC030_Bd1_9282219	RLC_BdisC030	single	0	solo_LTR	0.009063282	0.697175538461538	Angela	1328	5299	RLC
Bd1	9636404	9637247	-	RLG_BdisC012_Bd1_9636404	RLG_BdisC266	single	1	solo_LTR	0.04251556	3.27042769230769	Retand	851	11533	RLG
Bd1	9643777	9644648	+	RLG_BdisC249_Bd1_9643777	RLG_BdisC249	single	0	solo_LTR	0.03568645	2.74511153846154	Retand	915	11325	RLG
Bd1	9883315	9898390	-	RLG_BdisC266_Bd1_9883315	RLG_BdisC266	paired	1	three_prime_LTR-five_prime_LTR	0.05812241	4.47095461538462	Retand	915	11367	RLG
Bd1	10124940	10125757	-	RLG_BdisC009_Bd1_10124940	RLG_BdisC009	single	0	solo_LTR	0.02783703	2.14131	Retand	821	11895	RLG
Bd1	10127347	10128227	+	RLG_BdisC180_Bd1_10127347	RLG_BdisC180	single	0	solo_LTR	0.04305495	3.31191923076923	Retand	907	11436	RLG
Bd1	10130179	10131066	-	RLG_BdisC180_Bd1_10130179	RLG_BdisC180	single	0	five_prime_LTR	0.05048009	3.88308384615385	Retand	907	11436	RLG
Bd1	10144867	10145751	+	RLG_BdisC180_Bd1_10144867	RLG_BdisC180	single	1	solo_LTR	0.04305495	3.31191923076923	Retand	907	11436	RLG
Bd1	10148129	10148946	-	RLG_BdisC009_Bd1_10148129	RLG_BdisC009	single	0	five_prime_LTR	0.02783703	2.14131	Retand	821	11895	RLG
Bd1	10273385	10274717	-	RLC_BdisC024_Bd1_10273385	RLC_BdisC024	single	1	solo_LTR	0.008350248	0.642326769230769	Angela	1355	5207	RLC
Bd1	10280556	10281369	+	RLG_BdisC014_Bd1_10280556	RLG_BdisC014	single	0	three_prime_LTR	0.04560072	3.50774769230769	Retand	838	11211	RLG
Bd1	10291863	10300835	+	RLC_BdisC022_Bd1_10291863	RLC_BdisC022	paired	0	three_prime_LTR-three_prime_LTR	0.0002046511	0.015742392307692	Angela	1712	5252	RLC
Bd1	10345792	10353667	-	RLC_BdisC024_Bd1_10345792	RLC_BdisC024	paired	1	three_prime_LTR-five_prime_LTR	0.001410856	0.108527384615385	Angela	1355	5207	RLC
Bd1	10369572	10370570	-	RLG_BdisC011_Bd1_10369572	RLG_BdisC011	single	0	three_prime_LTR	0.04295246	3.30403538461538	Retand	972	12160	RLG
Bd1	10380291	10381640	+	RLC_BdisC024_Bd1_10380291	RLC_BdisC024	single	1	solo_LTR	0.0096751	0.744238461538461	Angela	1355	5207	RLC
Bd1	10387816	10389158	-	RLC_BdisC026_Bd1_10387816	RLC_BdisC026	single	0	five_prime_LTR	0.01469258	1.13019846153846	SIRE	1345	6586	RLC
Bd1	10461948	10462757	+	RLG_BdisC061_Bd1_10461948	RLG_BdisC000	single	1	solo_LTR	0.03793509	2.91808384615385	Retand	809	12072	RLG
Bd1	10474403	10475757	-	RLC_BdisC024_Bd1_10474403	RLC_BdisC024	single	0	solo_LTR	0.003924991	0.301922384615385	Angela	1355	5207	RLC
Bd1	10886496	10888191	-	RLC_BdisC022_Bd1_10886496	RLC_BdisC022	single	0	three_prime_LTR	0.005735201	0.441169307692308	Angela	1712	5252	RLC
Bd1	10897560	10912190	-	RLG_BdisC011_Bd1_10897560	RLG_BdisC011	paired	1	three_prime_LTR-five_prime_LTR	0.03370511	2.59270076923077	Retand	972	12160	RLG
Bd1	10925432	10926254	-	RLG_BdisC014_Bd1_10925432	RLG_BdisC014	single	1	solo_LTR	0.04282121	3.29393923076923	Retand	838	11211	RLG
Bd1	10939870	10940748	-	RLG_BdisC180_Bd1_10939870	RLG_BdisC180	single	1	solo_LTR	0.05154724	3.96517230769231	Retand	907	11436	RLG
Bd1	11180926	11181748	+	RLG_BdisC249_Bd1_11180926	RLG_BdisC249	single	0	three_prime_LTR	0.03526333	2.71256384615385	Retand	915	11325	RLG
Bd1	11217128	11217989	-	RLG_BdisC180_Bd1_11217128	RLG_BdisC180	single	0	solo_LTR	0.03459829	2.66140692307692	Retand	907	11436	RLG
Bd1	11236773	11237648	-	RLG_BdisC180_Bd1_11236773	RLG_BdisC180	single	0	five_prime_LTR	0.03459829	2.66140692307692	Retand	907	11436	RLG
Bd1	11240887	11242212	-	RLC_BdisC030_Bd1_11240887	RLC_BdisC030	single	1	solo_LTR	0.009063282	0.697175538461538	Angela	1328	5299	RLC
Bd1	11270471	11271824	+	RLC_BdisC024_Bd1_11270471	RLC_BdisC024	single	0	solo_LTR	0.01701931	1.30917769230769	Angela	1355	5207	RLC
Bd1	11442572	11443382	+	RLG_BdisC000_Bd1_11442572	RLG_BdisC000	single	1	solo_LTR	0.04345309	3.34254538461538	Retand	808	11884	RLG
Bd1	11720737	11733538	+	RLG_BdisC011_Bd1_11720737	RLG_BdisC011	paired	1	NA-three_prime_LTR	0.01866768	1.43597538461538	Retand	972	12160	RLG
Bd1	11774818	11775717	+	RLG_BdisC180_Bd1_11774818	RLG_BdisC180	single	1	solo_LTR	0.04425513	3.40424076923077	Retand	907	11436	RLG
Bd1	11858647	11859461	+	RLG_BdisC014_Bd1_11858647	RLG_BdisC014	single	0	solo_LTR	0.02551549	1.96273	Retand	838	11211	RLG
Bd1	11866480	11867289	+	RLG_BdisC014_Bd1_11866480	RLG_BdisC014	single	0	three_prime_LTR	0.02551549	1.96273	Retand	838	11211	RLG
Bd1	11875667	11889230	-	RLG_BdisC000_Bd1_11875667	RLG_BdisC000	paired	1	three_prime_LTR-five_prime_LTR	0.0363099	2.79306923076923	Retand	808	11884	RLG
Bd1	12140585	12141462	-	RLG_BdisC180_Bd1_12140585	RLG_BdisC180	single	1	solo_LTR	0.04679042	3.59926307692308	Retand	907	11436	RLG
Bd1	12178924	12179655	+	RLG_BdisC180_Bd1_12178924	RLG_BdisC180	single	0	five_prime_LTR	0.07755184	5.96552615384615	Retand	907	11436	RLG
Bd1	12351716	12353016	-	RLC_BdisC026_Bd1_12351716	RLC_BdisC026	single	0	solo_LTR	0.03341734	2.57056461538462	SIRE	1345	6586	RLC
Bd1	12610576	12611366	+	RLG_BdisC249_Bd1_12610576	RLG_BdisC249	single	0	five_prime_LTR	0.03416925	2.62840384615385	Retand	915	11325	RLG
Bd1	12648452	12649273	-	RLG_BdisC012_Bd1_12648452	RLG_BdisC266	single	0	solo_LTR	0.04100666	3.15435846153846	Retand	851	11533	RLG
Bd1	12701194	12702188	+	RLG_BdisC011_Bd1_12701194	RLG_BdisC011	single	0	three_prime_LTR	0.03997891	3.07530076923077	Retand	972	12160	RLG
Bd1	12790518	12791386	-	RLG_BdisC249_Bd1_12790518	RLG_BdisC249	single	0	five_prime_LTR	0.04225648	3.25049846153846	Retand	915	11325	RLG
Bd1	12870288	12883601	-	RLG_BdisC180_Bd1_12870288	RLG_BdisC180	paired	0	three_prime_LTR-five_prime_LTR	0.01592427	1.22494384615385	Retand	907	11436	RLG
Bd1	12979853	12981180	+	RLC_BdisC030_Bd1_12979853	RLC_BdisC030	single	0	solo_LTR	0.004789008	0.368385230769231	Angela	1328	5299	RLC
Bd1	13115985	13116862	-	RLG_BdisC014_Bd1_13115985	RLG_BdisC014	single	0	solo_LTR	0.06329587	4.86891307692308	Retand	838	11211	RLG
Bd1	13118610	13119385	+	RLG_BdisC180_Bd1_13118610	RLG_BdisC180	single	0	solo_LTR	0.07381471	5.67805461538462	Retand	907	11436	RLG
Bd1	13122142	13123138	+	RLG_BdisC011_Bd1_13122142	RLG_BdisC011	single	0	three_prime_LTR	0.04418661	3.39897	Retand	972	12160	RLG
Bd1	13148981	13149831	+	RLG_BdisC012_Bd1_13148981	RLG_BdisC266	single	1	solo_LTR	0.04836863	3.72066384615385	Retand	851	11533	RLG
Bd1	13187954	13201170	+	RLG_BdisC180_Bd1_13187954	RLG_BdisC180	paired	0	five_prime_LTR-three_prime_LTR	0.03154136	2.42625846153846	Retand	907	11436	RLG
Bd1	13245233	13246215	+	RLG_BdisC011_Bd1_13245233	RLG_BdisC011	single	0	NA	0.02640328	2.03102153846154	Retand	972	12160	RLG
Bd1	13261265	13262221	+	RLG_BdisC011_Bd1_13261265	RLG_BdisC011	single	0	three_prime_LTR	0.02640328	2.03102153846154	Retand	972	12160	RLG
Bd1	13267487	13268494	-	RLG_BdisC011_Bd1_13267487	RLG_BdisC011	single	0	solo_LTR	0.0356017	2.73859230769231	Retand	972	12160	RLG
Bd1	13279091	13280419	+	RLC_BdisC030_Bd1_13279091	RLC_BdisC030	single	1	solo_LTR	0.003397188	0.261322153846154	Angela	1328	5299	RLC
Bd1	13281727	13282658	-	RLG_BdisC180_Bd1_13281727	RLG_BdisC180	single	0	five_prime_LTR	0.04144906	3.18838923076923	Retand	907	11436	RLG
Bd1	13288233	13302872	-	RLG_BdisC011_Bd1_13288233	RLG_BdisC011	paired	0	three_prime_LTR-five_prime_LTR	0.02522348	1.94026769230769	Retand	972	12160	RLG
Bd1	13303708	13304718	+	RLG_BdisC011_Bd1_13303708	RLG_BdisC011	single	0	five_prime_LTR	0.05047728	3.88286769230769	Retand	972	12160	RLG
Bd1	13357584	13358924	+	RLC_BdisC026_Bd1_13357584	RLC_BdisC026	single	1	solo_LTR	0.01287737	0.990566923076923	SIRE	1345	6586	RLC
Bd1	13677450	13678777	+	RLC_BdisC030_Bd1_13677450	RLC_BdisC030	single	1	solo_LTR	0.009063282	0.697175538461538	Angela	1328	5299	RLC
Bd1	13864834	13878297	-	RLG_BdisC000_Bd1_13864834	RLG_BdisC000	paired	1	solo_LTR-five_prime_LTR	0.02336038	1.79695230769231	Retand	808	11884	RLG
Bd1	13884884	13890065	+	RLC_BdisC090_Bd1_13884884	RLC_BdisC090	paired	1	five_prime_LTR-three_prime_LTR	0.008129948	0.625380615384615	Ivana	366	4468	RLC
Bd1	13901683	13913985	+	RLG_BdisC061_Bd1_13901683	RLG_BdisC000	paired	1	five_prime_LTR-solo_LTR	0.03681547	2.83195923076923	Retand	809	12072	RLG
Bd1	13950441	13951317	+	RLG_BdisC180_Bd1_13950441	RLG_BdisC180	single	1	solo_LTR	0.04213775	3.24136538461538	Retand	907	11436	RLG
Bd1	14057948	14059274	+	RLC_BdisC030_Bd1_14057948	RLC_BdisC030	single	1	solo_LTR	0.009063282	0.697175538461538	Angela	1328	5299	RLC
Bd1	14077124	14078097	+	RLG_BdisC011_Bd1_14077124	RLG_BdisC011	single	1	solo_LTR	0.01764411	1.35723923076923	Retand	972	12160	RLG
Bd1	14234044	14234885	+	RLG_BdisC012_Bd1_14234044	RLG_BdisC266	single	0	five_prime_LTR	0.06473278	4.97944461538462	Retand	851	11533	RLG
Bd1	14239185	14240068	-	RLG_BdisC180_Bd1_14239185	RLG_BdisC180	single	0	solo_LTR	0.0352169	2.70899230769231	Retand	907	11436	RLG
Bd1	14243000	14244311	+	RLC_BdisC209_Bd1_14243000	RLC_BdisC030	single	0	solo_LTR	0.01150032	0.88464	Angela	1318	5304	RLC
Bd1	14244405	14245391	-	RLG_BdisC011_Bd1_14244405	RLG_BdisC011	single	1	solo_LTR	0.03163708	2.43362153846154	Retand	972	12160	RLG
Bd1	14246722	14247626	-	RLG_BdisC180_Bd1_14246722	RLG_BdisC180	single	0	five_prime_LTR	0.0352169	2.70899230769231	Retand	907	11436	RLG
Bd1	14288114	14293344	-	RLC_BdisC092_Bd1_14288114	RLC_BdisC092	paired	1	three_prime_LTR-five_prime_LTR	0.02489235	1.91479615384615	Bianca	228	4798	RLC
Bd1	14367585	14368937	+	RLC_BdisC024_Bd1_14367585	RLC_BdisC024	single	1	solo_LTR	0.01626687	1.25129769230769	Angela	1355	5207	RLC
Bd1	14411976	14420194	-	RLG_BdisC039_Bd1_14411976	RLG_BdisC039	paired	0	three_prime_LTR-five_prime_LTR	0.00588902	0.453001538461538	CRM	955	6364	RLG
Bd1	15003337	15004186	+	RLG_BdisC012_Bd1_15003337	RLG_BdisC266	single	0	solo_LTR	0.05458781	4.19906230769231	Retand	851	11533	RLG
Bd1	15080166	15081037	+	RLG_BdisC180_Bd1_15080166	RLG_BdisC180	single	0	solo_LTR	0.09455422	7.27340153846154	Retand	907	11436	RLG
Bd1	15104024	15104820	+	RLG_BdisC061_Bd1_15104024	RLG_BdisC000	single	1	solo_LTR	0.0618597	4.75843846153846	Retand	809	12072	RLG
Bd1	15175714	15176615	-	RLG_BdisC249_Bd1_15175714	RLG_BdisC249	single	1	solo_LTR	0.04064298	3.12638307692308	Retand	915	11325	RLG
Bd1	15384357	15385192	+	RLG_BdisC014_Bd1_15384357	RLG_BdisC014	single	1	solo_LTR	0.04013915	3.08762692307692	Retand	838	11211	RLG
Bd1	15658248	15659022	+	RLG_BdisC000_Bd1_15658248	RLG_BdisC000	single	0	five_prime_LTR	0.0282015	2.16934615384615	Retand	808	11884	RLG
Bd1	15659216	15660219	-	RLG_BdisC011_Bd1_15659216	RLG_BdisC011	single	0	three_prime_LTR	0.03983082	3.06390923076923	Retand	972	12160	RLG
Bd1	15673650	15674733	-	RLC_BdisC024_Bd1_15673650	RLC_BdisC024	single	0	solo_LTR	0.01423265	1.09481923076923	Angela	1355	5207	RLC
Bd1	15687276	15688108	+	RLG_BdisC000_Bd1_15687276	RLG_BdisC000	single	0	three_prime_LTR	0.0282015	2.16934615384615	Retand	808	11884	RLG
Bd1	15798993	15800330	-	RLC_BdisC024_Bd1_15798993	RLC_BdisC024	single	0	three_prime_LTR	0.0254387	1.95682307692308	Angela	1355	5207	RLC
Bd1	15802095	15803424	-	RLC_BdisC026_Bd1_15802095	RLC_BdisC026	single	0	solo_LTR	0.05915733	4.55056384615385	SIRE	1345	6586	RLC
Bd1	15835179	15835409	-	RLC_BdisC092_Bd1_15835179	RLC_BdisC092	single	0	three_prime_LTR	0.007688189	0.591399153846154	Bianca	228	4798	RLC
Bd1	15863761	15864574	-	RLG_BdisC000_Bd1_15863761	RLG_BdisC000	single	0	solo_LTR	0.04808741	3.69903153846154	Retand	808	11884	RLG
Bd1	15892386	15893198	+	RLG_BdisC000_Bd1_15892386	RLG_BdisC000	single	0	five_prime_LTR	0.02584236	1.98787384615385	Retand	808	11884	RLG
Bd1	15913316	15914113	+	RLG_BdisC000_Bd1_15913316	RLG_BdisC000	single	0	solo_LTR	0.02584236	1.98787384615385	Retand	808	11884	RLG
Bd1	16018824	16033069	+	RLG_BdisC011_Bd1_16018824	RLG_BdisC011	paired	1	five_prime_LTR-solo_LTR	0.02510622	1.93124769230769	Retand	972	12160	RLG
Bd1	16091442	16092352	+	RLG_BdisC249_Bd1_16091442	RLG_BdisC249	single	1	solo_LTR	0.03660128	2.81548307692308	Retand	915	11325	RLG
Bd1	16262621	16263386	-	RLG_BdisC061_Bd1_16262621	RLG_BdisC000	single	0	three_prime_LTR	0.05946625	4.57432692307692	Retand	809	12072	RLG
Bd1	16275592	16276400	-	RLG_BdisC000_Bd1_16275592	RLG_BdisC000	single	0	five_prime_LTR	0.05545886	4.26606615384615	Retand	808	11884	RLG
Bd1	16381653	16382565	-	RLG_BdisC266_Bd1_16381653	RLG_BdisC266	single	1	solo_LTR	0.04848817	3.72985923076923	Retand	915	11367	RLG
Bd1	16436859	16438171	+	RLC_BdisC209_Bd1_16436859	RLC_BdisC030	single	1	solo_LTR	0.01632915	1.25608846153846	Angela	1318	5304	RLC
Bd1	16542710	16543514	-	RLG_BdisC009_Bd1_16542710	RLG_BdisC009	single	0	solo_LTR	0.04233986	3.25691230769231	Retand	821	11895	RLG
